	Unnamed: 0	gene_id	gene_type	logFC	AveExpr
1627	15153	ZNF622	protein_coding	0.196906982	0.322527261
1628	8379	NAB1	protein_coding	0.128433369	4.191763594
1629	4259	RPL34P6	processed_pseudogene	0.132588472	5.671053589
1630	10210	RNA5SP132	rRNA_pseudogene	0.133485562	0.513228714
1631	610	ENSG00000255275	protein_coding	0.138139661	-0.017151532
1632	10748	RNU6-865P	snRNA	0.129716394	0.823122592
1633	11101	OR7E93P	unprocessed_pseudogene	0.136429256	0.695871811
1634	9366	RNF10P1	processed_pseudogene	0.132678427	2.43573068
1635	10295	ENSG00000212608	snoRNA	0.183986427	-0.259164187
1636	2818	KMT2CP3	unprocessed_pseudogene	0.134409663	-1.042250978
1637	1695	ENSG00000232245	lincRNA	0.153330759	-0.535622058
1638	3128	SNX27	protein_coding	0.127785536	0.937155155
1639	7567	PTPN18	protein_coding	0.134468694	4.348979922
1640	15291	LSP1P3	processed_pseudogene	-0.132504014	0.68725725
1641	13461	RNU6-1000P	snRNA	0.129734546	-1.353762497
1642	13400	CXCL8	protein_coding	-0.124069569	5.319200794
1643	12276	SDHAP2	transcribed_unprocessed_pseudogene	-0.128210509	6.455620752
1644	1519	STIL	protein_coding	-0.124366358	5.720426636
1645	11865	FNDC3B	protein_coding	-0.143873233	-1.272528673
1646	7417	MTATP6P26	processed_pseudogene	-0.125801178	6.190527203
1647	1588	EPS15-AS1	antisense	0.127060816	0.30579057
1648	18606	C2	protein_coding	0.150130784	-0.781655833
1649	8283	NEUROD1	protein_coding	0.116669437	4.617226685
1650	6411	GKN3P	polymorphic_pseudogene	-0.180848087	-0.970735775
1651	17234	NMUR2	protein_coding	-0.125178071	3.226381346
1652	17381	ENSG00000253331	lincRNA	0.132590756	7.282766933
1653	7327	IL36A	protein_coding	0.134088941	0.642896106
1654	6553	CCDC142	protein_coding	-0.128169166	5.726978924
1655	4969	KCNK1	protein_coding	-0.141650356	-1.394828005
1656	680	PPP1R11P1	processed_pseudogene	0.124897051	0.250911211
1657	4046	LINC01686	lincRNA	0.140646067	1.198635587
1658	8955	WDFY1	protein_coding	0.137296297	3.798198907
1659	3463	MRPS21P2	processed_pseudogene	0.147829127	0.238677291
1660	6413	GKN1	protein_coding	0.122883272	0.966309854
1661	6859	IGKV3D-15	IG_V_gene	0.12675848	7.352448469
1662	6335	MIR4434	miRNA	-0.130642733	4.620211277
1663	7547	NOC2LP1	transcribed_processed_pseudogene	0.131029291	10.24953561
1664	14414	ENSG00000250771	transcribed_unprocessed_pseudogene	0.129517627	5.617334384
1665	2921	PPIAL4H	protein_coding	-0.116174493	2.362685307
1666	4119	ENSG00000273198	lincRNA	-0.12588715	2.983141178
1667	12252	LINC01972	lincRNA	0.12464416	0.923590811
1668	1367	TIE1	protein_coding	0.138814222	0.735175651
1669	14484	ENSG00000249627	processed_pseudogene	-0.121325878	5.873553302
1670	3753	CREG1	protein_coding	0.181099645	-1.122231794
1671	10844	H3P12	processed_pseudogene	0.13280423	2.032138877
1672	7804	OTX2P2	processed_pseudogene	0.137048199	2.142282645
1673	17415	SLC2A3P1	processed_pseudogene	0.216575545	-0.436705514
1674	9395	OR7E122P	transcribed_unprocessed_pseudogene	-0.125494006	6.943099966
1675	15239	ENSG00000249404	lincRNA	0.131663713	1.661814484
1676	7376	ENSG00000224869	processed_pseudogene	-0.120817681	0.115223055
1677	6337	LINC02579	lincRNA	-0.1202448	3.503701146
1678	4014	KIAA1614-AS1	antisense	-0.127273685	4.229345211
1679	18999	ENSG00000236961	lincRNA	-0.128897769	4.700839982
1680	18972	TTBK1	protein_coding	0.119531653	6.671031797
1681	5682	CENPO	protein_coding	0.158397752	0.153891463
1682	517	RPL12P14	processed_pseudogene	0.124799389	3.845507788
1683	10701	OR5H8	polymorphic_pseudogene	-0.121075832	3.274848965
1684	8967	MIR4439	miRNA	0.147154675	0.582160237
1685	3237	S100A3	protein_coding	0.13077111	0.662577253
1686	9485	PPARG	protein_coding	0.115790608	3.099499241
1687	890	SNRPEP7	processed_pseudogene	0.145516802	-1.128799952
1688	11530	TM4SF1-AS1	antisense	-0.151345639	0.437207635
1689	17235	ENSG00000242080	processed_pseudogene	-0.140255473	1.535950624
1690	15633	MIR5687	miRNA	0.132268959	4.64584347
1691	3050	RN7SL480P	misc_RNA	0.13602387	-1.145943907
1692	13725	TBCAP3	transcribed_processed_pseudogene	0.14616704	-0.126383849
1693	12228	HES1	protein_coding	-0.127833225	4.345731008
1694	13051	ZAR1	protein_coding	-0.154340304	-0.414595545
1695	11099	OR7E130P	unprocessed_pseudogene	0.128681979	0.080129282
1696	1925	ENSG00000285407	lincRNA	0.129106217	2.744150103
1697	13638	PPM1K	protein_coding	-0.201451052	2.874705113
1698	8626	GCSHP3	processed_pseudogene	0.210487871	-0.197937949
1699	978	SRSF4	protein_coding	-0.119514315	5.915724353
1700	17140	SH3TC2	protein_coding	-0.1194678	3.54468495
1701	10125	USP4	protein_coding	-0.123806137	5.787889528
1702	10501	LINC00870	lincRNA	0.147415807	0.332012044
1703	18637	RNF5	protein_coding	0.12857034	2.451652227
1704	18609	C2-AS1	antisense	0.138563156	0.130786182
1705	12591	ENSG00000271057	processed_pseudogene	-0.121362617	6.709991524
1706	14321	MIR548G	miRNA	-0.120953075	6.307034101
1707	3515	OR10J3	polymorphic_pseudogene	0.142702347	0.874987284
1708	18489	HCG20	lincRNA	0.132685272	3.32142718
1709	605	KLHDC7A	protein_coding	0.1268596	4.194735832
1710	2767	REG4	protein_coding	-0.126538842	6.492159281
1711	16352	MACIR	protein_coding	0.13482762	4.172931032
1712	6349	LINC02576	antisense	-0.18452901	-1.555489445
1713	19	DDX11L17	unprocessed_pseudogene	-0.126326579	1.983782235
1714	17785	FOXF2-DT	antisense	0.166217221	-1.088531777
1715	18735	ENSG00000233183	lincRNA	-0.128048017	1.296952119
1716	6089	EPCAM	protein_coding	0.127903177	0.279631687
1717	5842	LINC01946	lincRNA	0.131699513	7.801327391
1718	13235	MTND6P16	unprocessed_pseudogene	-0.169511524	-0.703000426
1719	5567	ENSG00000237633	antisense	0.120963377	9.187086291
1720	7772	ENSG00000257640	antisense	0.123291085	2.185786154
1721	11353	LINC01210	lincRNA	0.115520804	4.516027455
1722	13403	PPBPP1	transcribed_unprocessed_pseudogene	-0.123130275	1.031519546
1723	7575	CFC1B	protein_coding	-0.148253953	-1.468437673
1724	15558	ENSG00000249405	lincRNA	-0.127560613	3.895284996
1725	16723	FSTL4	protein_coding	0.149328063	-1.245510059
1726	8711	RPE	protein_coding	0.149119812	-1.362166981
1727	13201	LINC02429	lincRNA	0.151333654	-1.195542452
1728	12921	Y_RNA	misc_RNA	0.124312902	0.981720385
1729	13106	ENSG00000282278	protein_coding	-0.17254985	-0.827878373
1730	13136	RN7SL822P	misc_RNA	0.114615675	6.524979429
1731	14318	ENSG00000248346	lincRNA	0.145772358	1.633600749
1732	9095	ENSG00000275157	unprocessed_pseudogene	0.137387973	0.689512077
1733	10008	TDGF1	protein_coding	0.119437162	2.480719344
1734	6427	ANXA4	protein_coding	-0.126071665	3.05275517
1735	13807	ENSG00000248373	lincRNA	0.132095747	-0.146126462
1736	11468	ST13P15	processed_pseudogene	0.148321616	-1.310779535
1737	12507	OR7E43P	unprocessed_pseudogene	0.128153401	1.849159557
1738	6425	RPL36AP16	processed_pseudogene	0.119460995	1.606346016
1739	10974	ARHGAP31-AS1	antisense	0.124146625	3.350594941
1740	5295	OR2AS1P	unprocessed_pseudogene	-0.133861018	5.344916721
1741	3384	ARHGEF2-AS2	antisense	0.156598848	-1.158847645
1742	6	FAM138A	lincRNA	0.137307305	3.855824881
1743	9233	LINC01107	lincRNA	-0.122087849	5.706400912
1744	11151	LINC01471	lincRNA	-0.125507581	6.216019892
1745	8018	ENSG00000235192	lincRNA	0.139323012	1.958436974
1746	16067	ENSG00000248967	processed_pseudogene	-0.119681415	4.906050035
1747	12142	RPL39L	protein_coding	0.119291815	1.295429919
1748	15927	LINC01332	lincRNA	-0.136118902	-1.195101537
1749	3266	SLC39A1	protein_coding	-0.145959097	0.854933705
1750	17154	IL17B	protein_coding	-0.119165389	-0.093284549
1751	9220	ERFE	protein_coding	0.117332408	5.18108174
1752	5427	ENSG00000229740	lincRNA	0.175981402	-0.659823411
1753	7470	GYPC	protein_coding	0.115892265	4.830178994
1754	9288	SEPTIN2	protein_coding	0.11634432	1.751804907
1755	5021	MTND6P14	processed_pseudogene	0.140220557	1.576050091
1756	18685	HLA-DPB2	transcribed_unprocessed_pseudogene	0.12737704	-0.789494968
1757	6589	ENSG00000270696	antisense	-0.133686026	3.079514332
1758	9747	CRTAP	protein_coding	-0.123069152	0.876686748
1759	1416	MIR5584	miRNA	-0.121597649	5.293977024
1760	11679	RNA5SP146	rRNA_pseudogene	0.120855904	1.214198092
1761	16683	SLC22A4	protein_coding	-0.120996827	5.334818308
1762	8005	ENSG00000277998	unprocessed_pseudogene	-0.124821749	3.944407172
1763	9744	SUMO2P10	processed_pseudogene	0.189247166	0.020188483
1764	2839	H2BP2	lincRNA	-0.138647528	-1.45119224
1765	16824	KLHL3	protein_coding	-0.120273891	6.62782423
1766	5412	GRASLND	processed_transcript	-0.124027022	5.628554637
1767	15246	TRPC6P9	processed_pseudogene	0.128477207	2.972380799
1768	2269	Y_RNA	misc_RNA	0.124551183	3.153868645
1769	3944	LINC01741	lincRNA	0.119190974	1.198056783
1770	6363	VTRNA2-2P	misc_RNA	0.120747551	2.229659272
1771	9580	PLCL2	protein_coding	0.133884922	-0.942615685
1772	6720	RNF103-CHMP3	protein_coding	0.119538654	0.471289331
1773	17810	LINC01011	lincRNA	-0.12929166	1.658249417
1774	2429	FTLP17	processed_pseudogene	-0.144622567	2.162850185
1775	68	ENSG00000231702	processed_pseudogene	-0.122600769	0.014018063
1776	16377	RN7SKP122	misc_RNA	0.12239674	-0.592804552
1777	3689	Metazoa_SRP	misc_RNA	-0.122953615	6.98251894
1778	9589	ENSG00000213383	processed_pseudogene	-0.140970142	7.070739076
1779	11592	ENSG00000242097	processed_pseudogene	-0.124083828	5.278746424
1780	11363	NME9	protein_coding	0.171410784	-0.575817382
1781	1325	FOXJ3	protein_coding	0.123045814	4.781148731
1782	5840	ENSG00000228563	antisense	0.149557936	-1.425781581
1783	3439	ARHGEF11	protein_coding	-0.123062329	2.50656218
1784	2056	ENSG00000235011	lincRNA	0.12202259	1.594798246
1785	14465	FTH1P21	processed_pseudogene	0.118573199	2.847760566
1786	17832	PXDC1	protein_coding	0.160116378	0.734263742
1787	6415	MIR3126	miRNA	-0.133291393	3.23503376
1788	4011	LINC02816	lincRNA	0.130505589	7.233505467
1789	1581	ENSG00000236434	antisense	0.158871918	-0.730333144
1790	16527	HSD17B4	protein_coding	0.138261227	-0.738732219
1791	10146	ENSG00000244730	processed_pseudogene	0.13074829	2.405963527
1792	14742	ING2-DT	antisense	0.125097144	1.555019856
1793	6797	IGKV1-12	IG_V_gene	-0.119997313	1.051890892
1794	5411	ENSG00000271947	lincRNA	0.118062277	3.572621797
1795	5291	OR2T5	protein_coding	-0.126901705	3.726385452
1796	7890	CBX3P6	processed_pseudogene	0.145541566	-0.832907601
1797	17918	ENSG00000236512	processed_pseudogene	0.20717547	-1.632146004
1798	7609	ARHGAP42P1	unprocessed_pseudogene	0.213120107	-1.168568194
1799	3485	OR10R1P	unprocessed_pseudogene	0.143413661	-0.289557783
1800	4189	ENSG00000227240	lincRNA	0.148156569	-0.441663189
1801	17304	RNU6-260P	snRNA	-0.120920941	8.137921234
1802	5091	Y_RNA	misc_RNA	-0.135893081	-0.240355605
1803	9219	KLHL30-AS1	TEC	0.118694956	2.067758929
1804	12649	ENSG00000261490	sense_overlapping	0.140158157	0.951701896
1805	17137	HTR4	protein_coding	-0.11731895	4.802375286
1806	17195	DCTN4	protein_coding	0.17029324	-0.757610492
1807	16745	UBE2B	protein_coding	-0.117567083	3.775560644
1808	9732	DYNC1LI1	protein_coding	0.119284573	2.662963129
1809	17833	ENSG00000270504	antisense	0.118931691	3.673892631
1810	11194	CFAP92	protein_coding	-0.121267508	6.105295704
1811	12219	ENSG00000223986	processed_pseudogene	0.119782116	1.168117709
1812	17604	DBN1	protein_coding	0.123744099	3.704712333
1813	13992	SEPTIN14P4	processed_pseudogene	0.126375601	8.751730321
1814	7295	RN7SL297P	misc_RNA	0.14399477	-0.842798026
1815	12195	PYDC2	protein_coding	-0.141654886	5.571511531
1816	5345	SNTG2	protein_coding	0.124584902	-0.241388131
1817	5370	ENSG00000271868	lincRNA	-0.122719109	7.470434989
1818	6365	ENSG00000281920	lincRNA	-0.121968157	9.513544829
1819	2700	MIR548AC	miRNA	0.126306299	3.593165317
1820	11366	ENSG00000280399	TEC	0.14766376	2.602998516
1821	5542	NBAS	protein_coding	0.130132614	0.45617668
1822	15138	U8	snoRNA	0.131907007	-1.501022641
1823	6204	MIR216A	miRNA	0.124013274	9.075925846
1824	6556	ENSG00000272183	antisense	-0.119064826	5.036212608
1825	16944	PCDHA1	protein_coding	0.139573984	3.837064041
1826	1792	RNU6-414P	snRNA	-0.120243932	2.267428255
1827	9567	ENSG00000285654	lincRNA	0.125029149	0.453031917
1828	3619	RRM2P2	processed_pseudogene	0.190987699	-1.557574608
1829	10835	ENSG00000261364	lincRNA	-0.127455984	-1.292303754
1830	17863	CDYL	protein_coding	-0.126458321	-0.292828389
1831	954	TRNAU1AP	protein_coding	-0.121800288	8.34248957
1832	8917	ENSG00000236451	lincRNA	-0.129021659	1.450746589
1833	13220	ADGRL3-AS1	antisense	0.184136908	-1.37020813
1834	10539	MYLKP1	unprocessed_pseudogene	0.166391498	0.287106692
1835	18313	TOB2P1	processed_pseudogene	0.128838734	-0.164255324
1836	16918	ENSG00000200051	snoRNA	-0.118373303	5.787436229
1837	15273	MSNP1	processed_pseudogene	0.140875681	-0.993245405
1838	15564	RNU6-480P	snRNA	0.116620064	3.43088658
1839	3801	C1orf112	protein_coding	0.118937069	0.377560439
1840	7403	STEAP3-AS1	antisense	-0.122339688	1.239732904
1841	9211	RAMP1	protein_coding	0.169752441	-1.336240758
1842	1602	ENSG00000229032	processed_pseudogene	0.133209468	4.131559721
1843	13658	TIGD2	protein_coding	0.148814342	-1.35139136
1844	4719	ENSG00000226601	lincRNA	-0.119152752	4.774335441
1845	1402	RN7SL479P	misc_RNA	0.120332981	6.046018543
1846	14464	CTSO	protein_coding	0.143364274	0.997098321
1847	6549	INO80B-WBP1	protein_coding	0.135817974	0.546101495
1848	10951	BZW1P2	processed_pseudogene	-0.171122618	-1.171197856
1849	13148	RN7SKP30	misc_RNA	0.146196906	-1.342123367
1850	11247	COL6A6	protein_coding	-0.119671734	6.314878435
1851	8801	LINC01921	lincRNA	-0.116750858	5.156627506
1852	14085	ENSG00000248491	lincRNA	0.113753453	5.484810398
1853	7527	RAB6C-AS1	transcribed_unprocessed_pseudogene	0.186950444	-0.607724993
1854	17705	ENSG00000253908	processed_pseudogene	0.117583232	2.418794212
1855	3985	ENSG00000227141	processed_pseudogene	0.124534629	-0.368037562
1856	14998	LINC02145	lincRNA	0.134115961	-0.329694745
1857	17330	ENSG00000249738	antisense	0.126750752	4.62042325
1858	7707	MANEALP1	processed_pseudogene	0.127890147	-1.440470265
1859	9758	SDAD1P3	processed_pseudogene	-0.116588583	5.474839676
1860	9540	MRPS25	protein_coding	0.14862595	-1.053661227
1861	9324	LINC01986	lincRNA	-0.157275041	0.857823518
1862	3884	ANKRD45	protein_coding	0.123101374	3.864114734
1863	8096	SLC25A12	protein_coding	-0.123653715	-0.474209519
1864	8175	HOXD10	protein_coding	-0.127950102	8.5475556
1865	8231	PDE11A-AS1	antisense	-0.115112167	5.105984252
1866	16161	SNORA70	snoRNA	0.124624877	3.601879644
1867	16431	ENSG00000248350	processed_pseudogene	0.133045031	-0.771544629
1868	1084	AK2	protein_coding	0.149461868	-1.481451217
1869	15545	ENSG00000248779	lincRNA	0.127500493	1.457335236
1870	15950	CERT1	protein_coding	0.125155167	-1.232291882
1871	10675	EPHA6	protein_coding	-0.119559944	6.092417588
1872	5506	ENSG00000285569	lincRNA	-0.11467608	4.273819981
1873	15169	ENSG00000185296	processed_pseudogene	-0.116170498	8.807548163
1874	14985	RN7SKP73	misc_RNA	0.12870158	0.459274333
1875	2464	FAM102B	protein_coding	0.112023584	5.95567152
1876	17499	NKX2-5	protein_coding	0.123846282	1.918442638
1877	13263	STAP1	protein_coding	0.127982568	1.974593404
1878	13020	RN7SKP199	misc_RNA	0.119431731	3.675166089
1879	820	MTFR1L	protein_coding	0.128168729	0.44543905
1880	7564	ENSG00000224352	unprocessed_pseudogene	0.140325079	-1.4961634
1881	832	ENSG00000252190	scaRNA	-0.115989882	6.978299086
1882	17042	RNF14	protein_coding	0.135378684	2.631935359
1883	18722	GGNBP1	transcribed_unitary_pseudogene	0.116663788	2.878965021
1884	5600	WDR35-DT	antisense	0.1334317	1.754505267
1885	6290	RN7SL18P	misc_RNA	0.131235407	5.121858168
1886	9870	RPL5P10	processed_pseudogene	0.144817281	0.435265708
1887	900	FCN3	protein_coding	0.125725171	1.651428023
1888	3491	SPTA1	protein_coding	-0.131246578	4.780539326
1889	9588	ENSG00000233133	unprocessed_pseudogene	-0.129774178	7.915964169
1890	4580	ENSG00000226036	processed_pseudogene	0.135851923	-0.484313845
1891	15589	ENSG00000213940	processed_pseudogene	0.139992855	-0.572006524
1892	16679	P4HA2	protein_coding	-0.113867094	6.11136163
1893	12671	HS3ST1	protein_coding	-0.116922438	6.664578166
1894	14555	ENSG00000236941	processed_pseudogene	0.117894797	0.201299431
1895	18552	DDX39B-AS1	antisense	0.171894486	0.717572941
1896	9582	PLCL2-AS1	antisense	0.114830615	3.633417299
1897	2093	ENSG00000229486	processed_pseudogene	0.114189043	0.448557171
1898	3019	RNVU1-30	snRNA	0.140119141	7.200695837
1899	1270	PPT1	protein_coding	0.161906914	-0.022537811
1900	10688	ENSG00000249225	antisense	0.186268016	-1.506075611
1901	6434	ASPRV1	protein_coding	0.264780963	-0.833952428
1902	13609	ENSG00000248196	processed_pseudogene	-0.13996002	-1.150281481
1903	11635	LINC01487	lincRNA	0.122369152	-1.118285533
1904	13632	ABCG2	protein_coding	0.196655809	-1.922369307
1905	13840	PAPSS1	protein_coding	-0.118329611	4.772036451
1906	8901	OBSL1	protein_coding	0.121504931	1.925925536
1907	8211	KRT8P40	processed_pseudogene	0.130709539	-0.12006667
1908	17792	FOXC1	protein_coding	0.12880466	3.790021923
1909	14582	Y_RNA	misc_RNA	0.11996107	3.018329155
1910	18345	KRT18P1	processed_pseudogene	0.12446911	1.06850272
1911	12742	MED28	protein_coding	0.129647668	4.241743958
1912	4606	PTPN14	protein_coding	-0.12676422	0.205990462
1913	11657	MRE11P1	processed_pseudogene	-0.114162479	7.971444487
1914	1520	CMPK1	protein_coding	-0.120620515	-0.184269207
1915	17475	ENSG00000253683	processed_pseudogene	0.147758739	-0.196771792
1916	5367	EIPR1-IT1	sense_intronic	-0.117683338	6.457156146
1917	12127	SNORD2	snoRNA	0.131683488	-0.953356442
1918	5476	HPCAL1	protein_coding	0.134094845	-1.287658253
1919	1370	CDC20	protein_coding	-0.120390437	5.616878916
1920	5651	KLHL29	protein_coding	0.135900672	1.053983124
1921	16737	SKP1	protein_coding	-0.121058171	3.967573575
1922	3734	CNN2P10	processed_pseudogene	-0.125060082	7.541272666
1923	8072	MYO3B-AS1	antisense	-0.124424983	-1.287355966
1924	11408	ENSG00000261826	lincRNA	0.121139799	0.492114016
1925	1629	NDUFS5P3	processed_pseudogene	0.127944247	8.957946841
1926	13493	ENSG00000248128	processed_pseudogene	-0.118839128	9.24530549
1927	15279	ENSG00000251033	lincRNA	0.13810831	8.957402146
1928	13542	SNORD42	snoRNA	0.114540901	3.662609216
1929	6812	ENSG00000277852	unprocessed_pseudogene	0.130621299	4.686592511
1930	6752	PLGLB2	protein_coding	0.12081665	5.463531135
1931	313	LNCTAM34A	lincRNA	-0.1237645	7.439555787
1932	3705	ALDH9A1	protein_coding	-0.114642262	4.148635253
1933	12953	ENSG00000250893	antisense	0.15330031	-0.873239815
1934	14244	ENSG00000272632	lincRNA	0.129573246	7.788148439
1935	2572	ENSG00000232240	processed_pseudogene	0.13327799	0.219171058
1936	14066	RPL21P50	processed_pseudogene	0.130617145	1.32648817
1937	5428	ENSG00000285591	lincRNA	-0.124180819	5.127266071
1938	830	PAFAH2	protein_coding	-0.120310872	-0.441330526
1939	15705	ENSG00000275634	misc_RNA	0.114592467	4.915841475
1940	1429	RPS15AP11	processed_pseudogene	-0.117167855	-0.741866626
1941	14737	CLDN24	protein_coding	0.13729453	0.097254939
1942	2710	RNA5SP55	rRNA_pseudogene	0.130298736	1.82831235
1943	11878	ECT2	protein_coding	0.117219553	-0.548085121
1944	2243	ENSG00000223787	processed_pseudogene	0.143973152	0.390981138
1945	4693	RNU6-403P	snRNA	-0.117919157	4.901942009
1946	13095	SNORA26	snoRNA	-0.149174013	0.587305101
1947	17375	MAT2B	protein_coding	-0.111702444	5.952112782
1948	18588	RNU6-850P	snRNA	0.127600945	3.436156772
1949	11562	SERP1	protein_coding	0.159648636	-0.451676672
1950	1789	TM2D1	protein_coding	0.142187094	-1.570486966
1951	14832	ENSG00000213331	processed_pseudogene	0.11741946	0.233591246
1952	8547	ENSG00000273209	lincRNA	0.115155889	4.174580619
1953	15473	SNORA63	snoRNA	0.119269603	-0.655042113
1954	12951	RNU7-74P	snRNA	-0.118812729	4.660827866
1955	4166	RGS21	protein_coding	0.152914696	-1.088894464
1956	709	CDC42	protein_coding	0.127146387	4.221651966
1957	10747	ENSG00000213431	processed_pseudogene	0.119483586	0.425677704
1958	15455	RICTOR	protein_coding	0.141152608	-0.321472372
1959	1835	ENSG00000278287	misc_RNA	0.128742741	0.188234917
1960	6560	DQX1	protein_coding	-0.117049418	5.118810416
1961	2433	SEPTIN2P1	processed_pseudogene	-0.136671865	-0.296805122
1962	1529	TRABD2B	protein_coding	-0.134610793	3.358439271
1963	1863	ENSG00000231485	lincRNA	0.115037612	2.904654107
1964	5003	LINC01348	lincRNA	0.117745321	3.811870047
1965	10589	LINC02027	lincRNA	0.142332661	1.602781022
1966	14298	ENSG00000248356	antisense	-0.118841526	5.241190524
1967	5869	Y_RNA	misc_RNA	0.123002703	-0.967080445
1968	11000	ENSG00000240882	processed_pseudogene	0.127891184	0.271333612
1969	8084	ENSG00000235934	antisense	-0.122649673	3.64497326
1970	8222	ENSG00000280374	sense_intronic	-0.123038794	7.307717738
1971	1061	GAPDHP20	processed_pseudogene	0.115622758	4.498552593
1972	1641	ENSG00000264834	miRNA	0.137687102	0.191926372
1973	4726	CAPN2	protein_coding	-0.12399789	3.615580669
1974	6000	FTOP1	processed_pseudogene	-0.123215822	0.397984814
1975	2163	RNA5SP52	rRNA_pseudogene	0.116445978	-0.02589058
1976	14990	MTCO1P30	processed_pseudogene	0.119251906	-0.341329792
1977	7648	ENSG00000274353	unprocessed_pseudogene	0.192599826	-0.490255653
1978	16058	RPS27AP9	processed_pseudogene	-0.114255423	3.314943927
1979	6180	RNU6-433P	snRNA	-0.157153587	-1.306509926
1980	4283	NAV1	protein_coding	0.134973163	1.241502715
1981	2842	ENSG00000203818	protein_coding	-0.115060393	5.501990802
1982	13612	MIR5705	miRNA	0.121434919	1.727827129
1983	266	ENSG00000269978	lincRNA	0.1310711	5.562616541
1984	16207	ENSG00000248588	lincRNA	-0.110924728	10.04724242
1985	16932	IK	protein_coding	0.121084994	-1.271295905
1986	7747	LRP1B	protein_coding	0.128259346	2.06463965
1987	4215	Y_RNA	misc_RNA	-0.113578721	7.163497193
1988	5144	ENSG00000232085	antisense	-0.118622975	5.040072581
1989	18684	COL11A2P1	unprocessed_pseudogene	0.119534395	2.145000688
1990	5928	RMDN2-AS1	antisense	0.129341443	0.735277215
1991	16727	MIR1289-2	miRNA	0.127870686	0.875807381
1992	3247	SNAPIN	protein_coding	0.116877772	2.88162519
1993	10037	SCAP	protein_coding	0.127820089	1.108957593
1994	15031	ENSG00000280338	TEC	0.122578321	0.507005884
1995	16747	ENSG00000248559	antisense	0.142455243	-1.151556742
1996	13736	ADH4	protein_coding	0.135851221	1.336293165
1997	5149	ENSG00000236031	antisense	0.132039792	0.115548335
1998	12282	KIF3AP1	processed_pseudogene	0.235481779	2.053631873
1999	3401	TMEM79	protein_coding	-0.115826365	8.415245071
2000	12767	ENSG00000248343	antisense	0.14569187	0.617914805
2001	17125	SPINK6	protein_coding	-0.112080592	3.309336338
2002	9392	LMCD1	protein_coding	-0.111647631	5.868658015
2003	11035	CD86	protein_coding	0.128110607	4.390569783
2004	4285	IPO9-AS1	antisense	0.119508602	0.137143744
2005	4470	ENSG00000226565	processed_pseudogene	-0.124996318	1.455977001
2006	11183	MARK2P8	processed_pseudogene	-0.111992269	4.554807935
2007	168	PRXL2B	protein_coding	0.133268308	-1.228639043
2008	2452	ENSG00000260879	antisense	0.148127531	0.491595572
2009	15916	UTP15	protein_coding	-0.136076341	-0.649763427
2010	15194	TAF11L12	protein_coding	0.11874182	0.880739098
2011	9492	Metazoa_SRP	misc_RNA	-0.121224951	-1.319159359
2012	16422	RN7SKP57	misc_RNA	0.116524759	0.181570297
2013	5639	ENSG00000228999	lincRNA	-0.114662796	4.394992646
2014	421	RPL10P17	processed_pseudogene	0.128193811	-0.034891731
2015	17382	ENSG00000253538	lincRNA	0.124681152	3.683737751
2016	9634	NKIRAS1	protein_coding	0.117411183	3.054835402
2017	8509	RNU6-1206P	snRNA	0.126285944	-0.493327419
2018	5512	ENSG00000202248	rRNA	0.120391008	2.050746399
2019	9507	ENSG00000223398	processed_pseudogene	0.128246479	-0.038859439
2020	278	ERRFI1	protein_coding	0.120928592	2.311230517
2021	9399	ENSG00000281863	snoRNA	-0.115346579	5.982223833
2022	11279	ACAD11	protein_coding	0.167383938	-0.21102781
2023	10090	NCKIPSD	protein_coding	0.135287394	-1.205713813
2024	4879	RNA5SP18	rRNA_pseudogene	-0.117430834	7.359579335
2025	5130	ENSG00000213690	processed_pseudogene	-0.129132457	4.951586105
2026	7809	RNU6-692P	snRNA	0.140969269	0.267813756
2027	15707	DEPDC1B	protein_coding	0.128481895	3.869299409
2028	12546	S100P	protein_coding	-0.119008852	6.343411862
2029	10753	FAM136CP	processed_pseudogene	0.120672415	0.351382704
2030	13088	ENSG00000251286	processed_pseudogene	0.136020005	-1.031833935
2031	9792	ENSG00000271993	antisense	0.140984276	0.911655359
2032	1920	DEPDC1	protein_coding	0.1189625	4.413788812
2033	6497	NOTO	protein_coding	0.118012775	8.756904917
2034	13074	MTCO3P42	processed_pseudogene	-0.137753292	-1.136883965
2035	3276	RPS27	protein_coding	0.123575523	1.062841903
2036	546	SPATA21	protein_coding	0.113661815	4.295811477
2037	18798	MAPK13	protein_coding	0.138608722	-1.187802118
2038	11152	ENSG00000240562	lincRNA	-0.11784328	5.444742784
2039	14961	ENSG00000248137	lincRNA	0.135390887	0.802344536
2040	4202	CFHR4	protein_coding	0.123279695	1.126756007
2041	11266	MRPL3	protein_coding	0.120458207	0.950434993
2042	11832	PHC3	protein_coding	-0.116851922	-0.933508612
2043	11448	RN7SKP25	misc_RNA	0.121770032	3.201422594
2044	14643	HMGB2	protein_coding	-0.114327522	9.772776432
2045	15388	ENSG00000250886	processed_pseudogene	-0.114298083	6.624130369
2046	3092	MINDY1	protein_coding	0.126516449	1.183405725
2047	16643	ADAMTS19-AS1	antisense	-0.116415684	0.942342041
2048	17293	NIPAL4	protein_coding	0.115046365	-0.480838506
2049	13214	LINC02271	lincRNA	0.162561692	-0.570624349
2050	2705	NEFHP1	processed_pseudogene	-0.114045765	7.541233119
2051	18088	RNU6-141P	snRNA	0.117541251	1.004938147
